id,label,audible,visible,background_music,voice_over,static_images
glLQrEijrKg_000300.mp4,playing hammond organ,True,True,False,True,False
LDoXsip0BEQ_000177.mp4,parrot talking,True,True,False,False,False
6jiO0tPLK7U_000090.mp4,basketball bounce,True,True,False,True,False
cRlp5v9BHeE_000011.mp4,car passing by,False,True,True,True,True
WgZ8KAnnTb8_000030.mp4,rapping,True,False,True,False,False
ATnl-fq5nAk_000030.mp4,playing acoustic guitar,True,True,False,False,False
20Nlj7Cz4E0_000030.mp4,male singing,True,True,False,False,False
2P1uwGQfaPA_000004.mp4,alarm clock ringing,True,False,False,True,True
NlCfScKw_Mk_000030.mp4,playing synthesizer,False,True,True,False,False
W1nb2hIeDKc_000021.mp4,striking bowling,True,True,True,True,False
QDppmIicknY_000030.mp4,playing bagpipes,True,True,False,False,False
apZT-WEJ--A_000175.mp4,people slurping,True,True,False,False,False
7rzEesL55fM_000340.mp4,playing vibraphone,False,False,True,False,False
BLXwpGCn2KQ_000030.mp4,orchestra,True,True,False,False,False
xElEg-6DBtM_000018.mp4,hail,True,True,False,False,False
XOI5jgUu3fA_000442.mp4,blowtorch igniting,True,True,False,False,False
hsmrvZEc_uw_000150.mp4,playing electronic organ,True,True,False,False,False
si_IAMPOXlQ_000170.mp4,playing timpani,True,False,False,False,True
2rK6HBRC8HQ_000040.mp4,playing castanets,True,True,False,False,False
qJ2cY646opA_000000.mp4,people slapping,True,True,False,False,False
2uYTNgvxVwk_000257.mp4,people humming,True,True,False,False,False
8vohm5gaLs8_000049.mp4,bowling impact,True,True,True,False,False
-XxUW9gW6mc_000060.mp4,wind rustling leaves,True,True,False,False,False
wjmMSonpdT0_000030.mp4,helicopter,True,True,False,False,False
DUlxiX4ri1Q_000045.mp4,alarm clock ringing,True,True,False,False,False
DiBKqoKUjOk_000080.mp4,goose honking,True,True,False,False,False
KPG9s_s8siA_000030.mp4,playing vibraphone,True,True,False,False,False
Flusa6-SaDM_000090.mp4,horse clip-clop,True,True,False,False,False
4q9NPjOpWy8_000146.mp4,wood thrush calling,True,False,False,False,True
2XQzahrQ_tE_000025.mp4,sea waves,True,True,False,False,False
MVLEz28ZdFU_000010.mp4,people coughing,False,False,False,False,False
h_GXTAWpJC8_000002.mp4,cat growling,False,False,False,False,False
QXnFAcMyAHA_000030.mp4,playing harp,True,True,False,False,False
JrZZVNhUDtY_000127.mp4,driving snowmobile,True,True,False,False,False
0_8-g2rof7E_000049.mp4,"heart sounds, heartbeat",True,True,False,False,False
EIzBD62ja8E_000030.mp4,playing acoustic guitar,True,False,False,False,False
asKuYgAcyIk_000030.mp4,car passing by,True,True,False,False,False
tV3rvUSlVnY_000030.mp4,playing steelpan,True,True,False,False,False
N0c6P3Po5J0_000062.mp4,cuckoo bird calling,True,True,False,False,False
aEYwqY-Zt_k_000011.mp4,"donkey, ass braying",True,True,False,False,False
GteozUDpJRc_000030.mp4,"engine accelerating, revving, vroom",True,True,False,False,False
hO7Y77gKIMo_000150.mp4,raining,False,False,False,False,False
nEmU3E8rras_000012.mp4,playing washboard,True,True,False,False,False
MnEZwnRuQR8_000030.mp4,firing cannon,True,True,False,False,False
l-qyJLFOVYI_000000.mp4,cheetah chirrup,True,True,False,False,False
1cqcTbDxsHM_000130.mp4,playing theremin,True,True,False,False,False
YXqu1CeA2c4_000044.mp4,people giggling,True,True,False,False,False
-Tok_g_jgE0_000268.mp4,rope skipping,True,True,False,False,False
puoRo9q7-ec_000009.mp4,disc scratching,True,True,False,False,False
m9jDl571rHU_000010.mp4,playing hammond organ,True,False,False,False,True
6OjIjy7Hc6I_000030.mp4,playing synthesizer,True,True,False,False,False
PDToHQeouq8_000050.mp4,stream burbling,True,False,False,False,False
bkIBHUh7LrE_000115.mp4,cricket chirping,True,True,True,False,False
4enilF4pEko_000000.mp4,mouse pattering,False,True,False,True,False
_547JTmvb9g_000030.mp4,people sniggering,True,True,True,False,False
fYhJdb8ka3k_000030.mp4,typing on computer keyboard,True,False,False,True,False
vb1SalyslCs_000050.mp4,sailing,True,True,False,False,False
Olfiy3sCF88_000030.mp4,duck quacking,True,True,False,False,False
145N68nh4m0_000130.mp4,police car (siren),True,True,False,False,False
sqGwflGZk4Y_000080.mp4,playing badminton,True,True,True,False,False
DfEOfuu863Q_000016.mp4,running electric fan,True,True,False,False,False
qoo1sZq09pQ_000180.mp4,playing french horn,True,False,False,False,False
9PdzaYwgQBE_000030.mp4,pumping water,True,True,False,True,False
xw3yx95ZsLg_000030.mp4,singing bowl,True,True,,,
oeNMiCqg9JA_000106.mp4,ripping paper,False,False,False,False,False
1NkUBIl2Plw_000030.mp4,raining,True,True,,,
mcYd-WlyCIw_000006.mp4,telephone bell ringing,True,True,,,
E4kSn6knAZE_000143.mp4,striking pool,True,True,False,False,False
zuqaQqmtzXs_000095.mp4,playing tuning fork,True,True,False,False,False
kZegES0woJo_000035.mp4,snake hissing,True,True,False,False,False
PYislCydAPQ_000030.mp4,playing french horn,True,True,False,False,False
XzsPKZf62G0_000420.mp4,machine gun shooting,True,True,False,False,False
CDIex7WRfFo_000025.mp4,telephone bell ringing,False,False,False,False,False
4oEjg-ZPXBc_000030.mp4,playing badminton,True,True,False,False,False
40CVvVDVWVM_000051.mp4,ferret dooking,True,True,False,False,False
uoCay5JXnn4_000000.mp4,toilet flushing,True,True,False,False,False
h4MaAn43I20_000069.mp4,yodelling,False,False,False,False,False
wCPEfqnHzNc_000067.mp4,alarm clock ringing,True,True,True,False,False
eMQySEjyCUw_000160.mp4,playing vibraphone,True,False,True,False,True
WSuGM1DGvCM_000006.mp4,people cheering,True,True,False,False,False
BI8YQ3ueD24_000030.mp4,tapping guitar,True,False,True,False,False
F5e-SEICJP4_000060.mp4,playing steelpan,False,True,False,False,False
hOua7RdPg38_000090.mp4,baby laughter,True,True,False,False,False
mSL8MpANRBE_000013.mp4,lathe spinning,True,True,True,False,False
VzB1ly5SirQ_000380.mp4,police radio chatter,False,True,False,False,False
dpEVjaFAhAs_000360.mp4,hair dryer drying,False,False,False,False,False
gyP7-OSixNk_000030.mp4,playing hammond organ,True,False,False,False,True
mkayu6dgMQs_000190.mp4,playing gong,True,False,False,False,True
XQHs8qK9HPA_000082.mp4,"ice cream truck, ice cream van",False,False,True,False,False
bh3M0wYsW1k_000076.mp4,alarm clock ringing,True,True,False,False,False
RvHRucMiAbw_000000.mp4,bull bellowing,True,False,False,False,True
YbcsO5O7X9c_000056.mp4,dog baying,True,True,False,False,False
alYGQZPX7vc_000030.mp4,playing piano,True,False,True,False,False
khgvtI-pnOE_000012.mp4,barn swallow calling,True,False,False,False,False
B5KE79I2f-A_000188.mp4,wind noise,True,False,False,False,False
1_v-Kro86Io_000010.mp4,playing harpsichord,True,True,False,False,False
MBVEZnvdBUM_000019.mp4,metronome,False,False,False,False,True
PuvTDLP8lwM_000030.mp4,typing on computer keyboard,True,True,False,False,False
Y16pPj3zfo4_000007.mp4,"alligators, crocodiles hissing",True,True,False,False,False
rJftCcAQZEY_000460.mp4,cricket chirping,True,False,False,False,False
8HUmHsf6dG4_000000.mp4,spraying water,True,True,False,False,False
aP0nFHftn9A_000070.mp4,typing on typewriter,False,False,False,False,False
DQRapqt_69c_000128.mp4,sharpen knife,True,True,True,True,False
nn5WR8xkcVM_000313.mp4,bouncing on trampoline,True,True,True,False,False
doX8FjlNPf8_000030.mp4,playing sitar,True,False,False,True,True
GQb6gTJD7zA_000000.mp4,playing flute,True,False,True,False,False
SDdlINEPMPc_000030.mp4,wind rustling leaves,False,False,False,False,False
Ahhba-EM4nI_000000.mp4,people sneezing,True,True,False,False,False
ebRLSVHIGEE_000050.mp4,thunder,True,False,False,False,False
iPf4W-YgqEs_000120.mp4,eating with cutlery,False,False,False,False,False
y05npVHuQtg_000024.mp4,cattle mooing,True,False,False,False,False
XNGrVxQFrdI_000440.mp4,pumping water,False,False,False,False,False
HhJNtJYbWkk_000032.mp4,fireworks banging,True,True,False,False,False
7GJ9EGKOxSI_000200.mp4,alarm clock ringing,True,False,False,False,False
7-V8cMwkXTk_000030.mp4,"motorboat, speedboat acceleration",True,True,False,True,False
LaiJ0mPbbdk_000016.mp4,horse neighing,True,True,True,False,False
DKrhM5ESJzM_000045.mp4,arc welding,True,True,False,False,False
4Au6hL7urlY_000368.mp4,"fly, housefly buzzing",False,False,False,True,False
E7qRkUYu580_000307.mp4,sea waves,True,True,False,False,False
M-bmsXbJBdw_000034.mp4,"race car, auto racing",True,True,False,False,False
Bd-1gr7807g_000016.mp4,volcano explosion,True,True,False,True,False
o8_9STVfnvI_000059.mp4,horse clip-clop,True,True,False,False,False
PeN0BUbCdVE_000030.mp4,printer printing,True,True,False,False,False
ivKeAXf2H_g_000011.mp4,playing guiro,False,False,False,False,False
680o8EChP_o_000105.mp4,striking pool,False,False,False,True,False
35HFjLYQiwY_000030.mp4,lawn mowing,True,True,False,False,False
NAdLC19r7MU_000245.mp4,planing timber,True,True,True,False,False
F8OkghIn9L8_000320.mp4,chainsawing trees,True,False,True,False,False
cM_VbOBRWK8_000000.mp4,playing harmonica,True,False,False,False,True
GxT7fj69ni4_000056.mp4,chimpanzee pant-hooting,False,False,False,False,False
SM10Hrl5d7U_000010.mp4,playing electronic organ,True,False,False,False,False
zUxqWMvjKBw_000099.mp4,driving snowmobile,True,True,False,False,False
QW8-FlKlqAA_000480.mp4,playing bagpipes,True,False,False,False,False
1MP3sQTk8wo_000000.mp4,dog barking,True,True,False,False,False
cuINEhfQW98_000109.mp4,ice cracking,True,False,False,False,False
Fnsn0MeW3X4_000580.mp4,playing french horn,True,False,True,False,False
QnR9JhVGgu8_000348.mp4,car engine idling,True,True,False,False,False
idUZsNLnyDg_000030.mp4,tapping guitar,True,True,True,False,False
JNvGSWULJLA_000588.mp4,dinosaurs bellowing,True,True,True,False,False
J3ALZUC6tYI_000065.mp4,civil defense siren,True,True,False,False,True
MZEwJXbLjIE_000260.mp4,people whistling,True,True,False,False,False
ZT3jQW3tvt0_000015.mp4,canary calling,True,True,False,False,False
ZcQ_w49a8UU_000066.mp4,mouse clicking,True,True,False,False,False
pWjfnwWIXQ4_000150.mp4,bird wings flapping,True,True,False,False,False
25AuI5wE_FM_000004.mp4,lathe spinning,True,True,False,False,False
iYBjjt6HwPM_000109.mp4,sea waves,True,True,False,False,False
MYejbTz5DWY_000166.mp4,shot football,False,False,True,False,False
gs-lSymjBVE_000030.mp4,"ice cream truck, ice cream van",True,True,False,True,False
H4rdJlSSt5Y_000030.mp4,playing banjo,True,True,False,False,False
1BivKH8w7Fo_000037.mp4,people cheering,True,False,False,False,False
nnkzdwz1D8Q_000280.mp4,cricket chirping,True,False,False,False,False
7Tdbu-kCGPI_000077.mp4,baltimore oriole calling,True,False,False,False,False
6sRQnpEEQ0E_000390.mp4,lighting firecrackers,True,True,False,False,False
7M8qifHEvQA_000140.mp4,people eating apple,True,False,False,False,True
S0sPNaWcdrs_000043.mp4,playing bongo,True,True,False,False,False
PZJtBkLPDbM_000460.mp4,arc welding,True,True,False,True,False
xAJtCxlsvGg_000003.mp4,warbler chirping,True,False,False,False,False
7L5ceYe0f_s_000120.mp4,wind rustling leaves,True,False,False,False,False
0eTrzI5-ong_000030.mp4,playing zither,True,True,False,False,False
QXnJ2manIdI_000030.mp4,"female speech, woman speaking",True,True,False,False,False
qeTDQnAZ81w_000087.mp4,underwater bubbling,True,True,False,False,False
YCwS46UER0Q_000207.mp4,playing squash,True,True,False,False,False
6fQqyrMAuFI_000500.mp4,"motorboat, speedboat acceleration",True,True,False,False,False
tQpSR44-vLY_000150.mp4,lathe spinning,True,True,False,False,False
2N-TQnG4t90_000045.mp4,woodpecker pecking tree,True,True,False,False,False
crS5cwurdfY_000160.mp4,lawn mowing,True,True,False,False,False
shkxVcpYF8c_000222.mp4,mouse clicking,False,False,False,False,False
AG2YTG36nYg_000504.mp4,scuba diving,True,True,False,False,False
cEEoKQ38fHY_000030.mp4,driving buses,True,True,False,False,False
TCjpetxykx0_000210.mp4,playing sitar,True,False,True,False,False
DqOGYyFVnKk_000200.mp4,skateboarding,True,True,False,False,False
Gx4Ua7b7qcI_000016.mp4,blowtorch igniting,True,True,False,False,False
aEuT4gYoOzg_000020.mp4,woodpecker pecking tree,True,True,False,False,False
ejg4V7F-ArQ_000327.mp4,bowling impact,True,True,True,False,False
R5I7L3qtgNk_000061.mp4,ice cracking,False,False,False,False,False
2x373CrHD6E_000000.mp4,cupboard opening or closing,False,False,False,False,True
Ts3ZcUaELzA_000030.mp4,playing electric guitar,True,False,False,False,False
R_B5ruT7kAI_000000.mp4,train wheels squealing,True,True,False,False,False
LmtTU7Ihc4M_000350.mp4,machine gun shooting,True,True,True,False,False
WMZ3ZAMcE3s_000204.mp4,cat hissing,True,True,False,False,False
99iIggWrfNM_000030.mp4,"engine accelerating, revving, vroom",True,True,False,False,False
B5KE79I2f-A_000220.mp4,wind noise,True,True,False,False,False
4P518ZMug-U_000115.mp4,people booing,False,False,False,False,False
HgSqmsr5GOQ_000030.mp4,fire crackling,False,False,False,False,False
bMYhXjEJl_8_000070.mp4,ocean burbling,True,True,True,False,False
4U7GK4-5No4_000046.mp4,"electric shaver, electric razor shaving",True,True,True,False,False
NwBREzh6M_I_000050.mp4,opening or closing drawers,True,True,False,False,False
PeWX2XHqnTw_000005.mp4,playing double bass,True,True,False,False,False
AwAFAi8sa-0_000450.mp4,playing volleyball,True,True,False,False,False
KDE80kI1Kf0_000040.mp4,owl hooting,True,True,True,False,True
eZ5iippq3rA_000030.mp4,crow cawing,True,True,False,True,True
7fft0a682rE_000000.mp4,bird wings flapping,True,True,False,False,False
Bgnaur8-fas_000160.mp4,playing bongo,True,True,True,False,False
mwYb2HLIAmw_000030.mp4,"female speech, woman speaking",True,False,False,False,False
KqcvoJkKeRk_000081.mp4,playing squash,True,True,False,False,False
v44s14ocMV4_000033.mp4,playing oboe,True,True,True,False,False
DIAS8gDM8Hg_000003.mp4,dog baying,True,True,False,False,False
wKVqltUq1Xo_000052.mp4,golf driving,True,True,False,False,False
ZRVktsXO9FI_000066.mp4,scuba diving,True,True,False,False,False
3LulQoOXNB0_000030.mp4,driving motorcycle,True,False,False,False,False
1VHm2PacRWc_000020.mp4,cow lowing,True,True,False,False,False
Zbz0xb0BYSk_000090.mp4,chicken crowing,True,True,False,False,False
ENX0totqysA_000030.mp4,playing piano,True,True,False,False,False
2WTk_j_fivY_000030.mp4,reversing beeps,False,False,False,False,False
YlLqWCeiVPw_000030.mp4,cat meowing,True,True,False,False,False
QqBqzQofczg_000090.mp4,mouse pattering,True,True,False,False,False
adh99_Q735w_000140.mp4,playing gong,True,True,True,False,True
0NZQRllfNhE_000140.mp4,mynah bird singing,True,False,False,False,True
R3urUtvSgkU_000030.mp4,playing bass guitar,True,True,True,False,False
H8q7kRegenA_000490.mp4,playing vibraphone,True,False,True,False,False
fPAsWpYozPM_000112.mp4,chipmunk chirping,True,True,False,False,False
hnz86eMFjkQ_000002.mp4,people sneezing,False,False,False,False,False
jzxUgRqabsA_000010.mp4,crow cawing,True,False,False,False,True
QJDLZ53UsLk_000320.mp4,car passing by,True,True,False,False,False
DrN1hZuDLqA_000153.mp4,lathe spinning,True,True,False,False,False
4V_-nmgCdCk_000380.mp4,mouse pattering,False,False,False,False,False
CnxNaUbF61U_000030.mp4,sloshing water,True,True,,,
99VNZPt2MIs_000126.mp4,elephant trumpeting,False,False,False,False,False
ZsWs23ldI4k_000110.mp4,people hiccup,True,True,False,False,False
N0d1cK2k1Eg_000000.mp4,cattle mooing,True,True,False,False,False
s6ZrQ73zxdw_000131.mp4,playing tympani,True,False,True,False,False
O_SKumO328I_000030.mp4,driving buses,True,True,False,False,False
ITKMtPL1pWw_000001.mp4,underwater bubbling,True,True,True,False,False
EBnrA85wsc4_000030.mp4,people eating,False,False,False,False,True
Z0wu_Qi3Cxk_000115.mp4,police radio chatter,True,False,False,False,True
qaZYMjKrUCo_000460.mp4,using sewing machines,True,True,False,False,False
-G04QpzSpbU_000020.mp4,cat purring,True,False,False,False,False
hFkC9DzHoho_000189.mp4,playing bassoon,True,True,False,False,False
twAF2WFdZMk_000143.mp4,slot machine,True,True,False,False,False
0hdkmTWLnw8_000042.mp4,playing darts,True,True,True,False,False
uwH37lkK6OQ_000070.mp4,otter growling,True,True,False,False,False
Owg_XU9XmRM_000030.mp4,driving buses,True,True,False,False,False
vhUM-UOKpSk_000053.mp4,playing ukulele,True,True,False,False,False
8hE1DIB6wfw_000030.mp4,baby crying,True,True,True,False,False
